category,text,transformed_text
1,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",last chance claim ur worth discount vouchers today text shop 85023 savamob offers mobile cs savamob pobox84 m263uz sub 16
0,By monday next week. Give me the full gist,monday next week give full gist
0,I am not sure about night menu. . . I know only about noon menu,sure night menu know noon menu
0,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,getting threats sales executive shifad raised complaint official message
0,That day you asked about anand number. Why:-),day asked anand number
1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile txtauction txt word start get 4t
0,I'll be at mu in like  &lt;#&gt;  seconds,mu like lt gt seconds
0,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",short cute good person dont try prove noon
0,Ard 530 lor. I ok then message ü lor.,ard 530 lor ok message ü lor
0,Watching tv lor...,watching tv lor
0,Can ü all decide faster cos my sis going home liao..,ü decide faster cos sis going home liao
0,Dhoni have luck to win some big title.so we will win:),dhoni luck win big win
0,Howz that persons story,howz persons story
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days
0,K.i did't see you.:)k:)where are you now?,see k
0,Sian... Aft meeting supervisor got work 2 do liao... U working now?,sian aft meeting supervisor got work 2 liao u working
0,"Ok, be careful ! Don't text and drive !",ok careful text drive
1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate 500 free text messages replying message word free terms conditions visit
0,You tell what happen dont behave like this to me. Ok no need to say,tell happen dont behave like ok need say
0,"I don't think I can get away for a trek that long with family in town, sorry",think get away trek long family town sorry
0,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",time n smile r two crucial things life sometimes time makes us forget smile sometimes someone smile makes us forget time gud noon
0,If i said anything wrong sorry de:-),said anything wrong sorry de
1,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan purpose homeowners tenants welcome previously refused still help call free 0800 1956669 text back
0,yes baby! I need to stretch open your pussy!,yes baby need stretch open pussy
1,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",tddnewsletter games thedailydraw dear helen dozens free games great prizeswith
0,I will reach ur home in  &lt;#&gt;  minutes,reach ur home lt gt minutes
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
0,Ok. So april. Cant wait,april cant wait
0,Hi dis is yijue i would be happy to work wif ü all for gek1510...,hi dis yijue would happy work wif ü gek1510
0,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,likely called mittelschmertz google dont paracetamol dont worry go
0,"It's cool, we can last a little while. Getting more any time soon?",cool last little getting time soon
0,"Nope, I'm still in the market",nope still market
0,Is ur lecture over?,ur lecture
0,"Sorry, I'll call you  later. I am in meeting sir.",sorry call later meeting sir
0,Dad says hurry the hell up,dad says hurry hell
0,"Nothing, i got msg frm tht unknown no..",nothing got msg frm tht unknown
0,Shall i come to get pickle,shall come get pickle
0,Oooh I got plenty of those!,oooh got plenty
0,Hey tmr maybe can meet you at yck,hey tmr maybe meet yck
0,Shall i get my pouch?,shall get pouch
0,Yo come over carlos will be here soon,yo come carlos soon
0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
0,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello love get interview today happy good boy think missing
0,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,dun b sad dun thk abt already concentrate ur papers k
0,I am on the way to ur home,way ur home
0,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,hmmm k want change field quickly da wan na get system administrator network administrator
0,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu
0,Early bird! Any purchases yet?,early bird purchases yet
0,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",sorry trouble u buy 4d dad 1405 1680 2 big 1 small sat n sun thanx
0,"Hiya, had a good day? Have you spoken to since the weekend?",hiya good day spoken since weekend
0,Home so we can always chat,home always chat
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days
0,Hope you are not scared!,hope scared
0,Ok... Let u noe when i leave my house.,ok let u noe leave house
0,Does she usually take fifteen fucking minutes to respond to a yes or no question,usually take fifteen fucking minutes respond yes question
0,Anything lor is she coming?,anything lor coming
0,May i call You later Pls,may call later pls
1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,get official england poly ringtone colour flag yer mobile tonights game text tone flag optout txt eng stop box39822 w111wx
0,Loosu go to hospital. De dont let it careless.,loosu go hospital de dont let careless
0,Dont put your phone on silent mode ok,dont put phone silent mode ok
0,"Coffee cake, i guess...",coffee cake guess
1,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow
0,Please dont say like that. Hi hi hi,please dont say like hi hi hi
0,"Sir, i am waiting for your call, once free please call me.",sir waiting call free please call
1,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,congratulations week competition draw u prize claim call 09050002311 b4280703 sms 18 150ppm
0,Moji i love you more than words. Have a rich day,moji love words rich day
0,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,lol please actually send pic right wan na see pose comb hair dryer something
0,Ok anyway no need to change with what you said,ok anyway need change said
0,"K I'll head out in a few mins, see you there",k head mins see
0,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,today workin free oso gee thgt u workin ur fren shop
0,"I noe la... U wana pei bf oso rite... K lor, other days den...",noe la u wana pei bf oso rite k lor days den
0,Prabha..i'm soryda..realy..frm heart i'm sory,prabha soryda realy frm heart sory
0,What was she looking for?,looking
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,account refilled successfully inr lt decimal gt keralacircle prepaid account balance rs lt decimal gt transaction id kr lt gt
0,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,hey cutie goes wales kinda like hills shit still avent killed
1,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,customer loyalty offer new nokia6650 mobile txtauction txt word start 81151 get 4t ctxt tc
0,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,stop calling everyone saying might cancer throat hurts talk ca answering everyones calls get one call babysitting monday
0,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,yup thk cine better cos need 2 go 2 plaza mah
0,I am in a marriage function,marriage function
1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u want xmas 100 free text messages new video phone half price line rental call free 0800 0721072 find
0,Just sleeping..and surfing,sleeping surfing
0,have you ever had one foot before?,ever one foot
0,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let know contact settled room lets know ok
0,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,havent mus ask u 1st wat meet 4 lunch den u n meet already lor u wan 2 go ask da ge 1st confirm w asap
0,&lt;#&gt;  w jetton ave if you forgot,lt gt w jetton ave forgot
0,Where are the garage keys? They aren't on the bookshelf,garage keys bookshelf
0,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,babes think got ur brolly left english wil bring 2mrw 4 u luv franxx
0,All sounds good. Fingers . Makes it difficult to type,sounds good fingers makes difficult type
0,Having lunch:)you are not in online?why?,lunch online
0,Onum ela pa. Normal than.,onum ela normal
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
0,Fine. Do you remember me.,fine remember
0,Oh k:)after that placement there ah?,oh k placement ah
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",entered cabin pa said happy boss felt special askd 4 lunch lunch invited apartment went
0,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,gon na pick 1 burger way home ca even move pain killing
0,"Yep, by the pretty sculpture",yep pretty sculpture
0,S.s:)i thinl role is like sachin.just standing. Others have to hit.,thinl role like standing others hit
0,Serious? What like proper tongued her,serious like proper tongued
0,I'm in inside office..still filling forms.don know when they leave me.,inside office still filling know leave
0,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
1,This message is brought to you by GMW Ltd. and is not connected to the,message brought gmw connected
0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey next sun 1030 basic yoga course bugis go pilates intro next sat tell time r free
0,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,promise getting soon text morning let know made ok
1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,07732584351 rodger burns msg tried call reply sms free nokia mobile free camcorder please call 08000930705 delivery tomorrow
0,I am late. I will be there at,late
0,Ü comin to fetch us oredi...,ü comin fetch us oredi
1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box 113 bray wicklow eire quiz starts saturday unsub stop
0,S....s...india going to draw the series after many years in south african soil..,india going draw series many years south african soil
0,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,hi u want join sts later meeting five call u class
0,Just now saw your message.it k da:),saw k da
0,"I've got  &lt;#&gt; , any way I could pick up?",got lt gt way could pick
0,"Aight fuck it, I'll get it later",aight fuck get later
0,"I guess you could be as good an excuse as any, lol.",guess could good excuse lol
0,Wife.how she knew the time of murder exactly,knew time murder exactly
0,Thats cool princess! I will cover your face in hot sticky cum :),thats cool princess cover face hot sticky cum
0,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexy buns told adore loverboy hope remember thank sister law meatballs grins love babe
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon listening music amp eve go temple amp church u
0,Can you talk with me..,talk
0,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",er yeah b sorry tell sit come wen u
0,You want to go? ,want go
0,"Awesome, that gonna be soon or later tonight?",awesome gon na soon later tonight
0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",1 go write msg 2 put dictionary mode 3 cover screen hand 4 press lt gt 5 gently remove ur hand interesting
0,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,miles smiles r made frm letters u know difference smile ur face keeps happy even though miles away u keep smiling good nyt
0,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",hey babe going ever figure going new years
0,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,back good journey let know need receipts shall tell like pendent
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special 500 pounds genuine hmv vouchers answer 4 easy questions play send hmv 86688 info
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate c apply 08452810073 details
0,Lol great now im getting hungry.,lol great im getting hungry
0,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,says lt gt year old man money last lt gt still waiting check
0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy father john john joy father u ans ths hav lt gt iq tis ias question try answer
0,If you have belive me. Come to my home.,belive come home
0,Huh so early.. Then ü having dinner outside izzit?,huh early ü dinner outside izzit
0,Ha... U jus ate honey ar? So sweet...,ha u jus ate honey ar sweet
0,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,happy baby alright take job hope fine send kiss make smile across sea kiss kiss
0,Only once then after ill obey all yours.,ill obey
0,And miss vday the parachute and double coins??? U must not know me very well...,miss vday parachute double coins u must know well
0,No message..no responce..what happend?,message responce happend
1,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min call germany 08448350055 bt line 2p per min check info c text stop opt
0,say thanks2. ,say thanks2
0,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",sorry light turned green meant another friend wanted lt gt worth may around
0,What's ur pin?,ur pin
0,O shore are you takin the bus,shore takin bus
0,Good night. Am going to sleep.,good night going sleep
0,Stupid.its not possible,possible
0,U wake up already? Thanx 4 e tau sar piah it's quite nice.,u wake already thanx 4 e tau sar piah quite nice
0,Sure! I am driving but will reach my destination soon.,sure driving reach destination soon
0,Cos daddy arranging time c wat time fetch ü mah...,cos daddy arranging time c wat time fetch ü mah
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say god love amp need clean heart ten special people amp u c miracle tomorrow pls pls
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,december mobile entitled update latest colour camera mobile free call mobile update co free 08002986906
1,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,want new video handset 750 anytime network mins half price line rental camcorder reply call 08000930705 delivery tomorrow
0,I've reached already.,reached already
0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,saying explicitly told nora know someone probably gon na bother
1,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",u win music gift vouchers every week starting txt word draw 87066 tscs skillgame 1winaweek age16 150ppermesssubscription
0,I enjoy watching and playing football and basketball. Anything outdoors. And you?,enjoy watching playing football basketball anything outdoors
0,Just taste fish curry :-P,taste fish curry
0,I will come to ur home now,come ur home
0,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",shit babe thasa bit messed shudvetold urgran know neway illspeak 2 u2moro wen im asleep
0,Also remember to get dobby's bowl from your car,also remember get dobby bowl car
0,"What will we do in the shower, baby?",shower baby
0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",oh love soooo good hear omg missed much today sorry problems provider thank tming
0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",tell make little spreadsheet track whose idea smoke determine smokes much entire month february come
0,Sir send to group mail check it.,sir send group mail check
0,"Ok omw now, you at castor?",ok omw castor
0,How are you. Its been ages. How's abj,ages abj
1,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,reply win weekly 2006 fifa world cup held send stop 87239 end service
0,Nothing just getting msgs by dis name wit different no's..,nothing getting msgs dis name wit different
0,Is xy in ur car when u picking me up?,xy ur car u picking
0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",helloooo wake sweet morning welcomes enjoy day full joy gud mrng
0,I dont have i shall buy one dear,dont shall buy one dear
0,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea
0,Ok u can take me shopping when u get paid =D,ok u take shopping u get paid
0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,got call landline number asked come anna nagar go afternoon
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent trying contact todays draw shows prize guaranteed call 09050003091 land line claim c52 valid 12hrs
0,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",sir good morning hope good weekend called let know able raise lt gt dad however said would make rest available mid amount still quite short hoping would help good day abiola
0,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",also sir sent email log usc payment portal send another message explain things back home great weekend
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,greatest test courage earth bear defeat without losing heart gn tc
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
0,Hi..i got the money da:),hi got money da
0,Am i that much dirty fellow?,much dirty fellow
0,No but the bluray player can,bluray player
0,"I'll get there at 3, unless you guys want me to come some time sooner",get 3 unless guys want come time sooner
0,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,pick go taunton still want come
0,I dont know exactly could you ask chechi.,dont know exactly could ask chechi
1,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,private 2003 account statement 07808247860 shows 800 points call 08719899229 identifier code 40411 expires
1,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,87077 kick new season 2wks free goals news ur mobile txt ur club name 87077 eg villa 87077
0,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ur changes 2 da report big cos already made changes 2 da previous report
0,I'm in office now da:)where are you?,office da
1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,b floppy b snappy happy gay chat service photo upload call 08718730666 2 stop texts call 08712460324
0,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,take phone callon friday assume wo year
0,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,hey gave photo registered driving ah tmr wan na meet yck
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god created gap fingers one made comes amp fills gaps holding hand love
0,Going on nothing great.bye,going nothing
0,I am 6 ft. We will be a good combination!,6 good combination
1,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,win shopping spree every week starting 2 play text store skilgme tscs08714740323 1winawk age16
0,"Sorry, I'll call later",sorry call later
0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,love ya try budget money better babe gary would freak knew
0,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,usually body takes care buy making sure doesnt progress pls continue talk saturday
0,I called but no one pick up e phone. I ask both of them already they said ok.,called one pick e phone ask already said ok
0,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,oga left phone home saw ur messages hope good great weekend
0,Rats. Hey did u ever vote for the next themes?,rats hey u ever vote next themes
0,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",sir need velusamy sir date birth company bank facilities details
0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",wishing family merry x mas happy new year advance
0,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,u mean u almost done done wif sleeping tot u going take nap yup send liao picking ard 4 smth lor
0,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,darling sister school resuming minimum wait period reapply take care
0,Spoons it is then okay?,spoons okay
0,i want to grasp your pretty booty :),want grasp pretty booty
1,3. You have received your mobile content. Enjoy,received mobile content enjoy
0,Somebody should go to andros and steal ice,somebody go andros steal ice
0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt
1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",fantasy football back tv go sky gamestar sky active play dream team scoring starts saturday register sky opt 88088
0,I think it's all still in my car,think still car
0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,boys made fun today ok problem sent one message fun
0,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe got enough money pick bread milk give back get home
0,Sent me ur email id soon,sent ur email id soon
1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,summers finally fancy chat flirt sexy singles yr area get matched reply summer free 2 join optout txt stop help08714742804
0,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,movie theatre go watch unlimited movies pay
1,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,interflora late order interflora flowers christmas call 0800 505060 place order midnight tomorrow
1,We currently have a message awaiting your collection. To collect your message just call 08718723815.,currently message awaiting collection collect message call 08718723815
1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,wamma get laid want real doggin locations sent direct mobile join uks largest dogging network txt dogs 69696 nyt ec2a 3lp
1,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",welcome select o2 service added benefits call specially trained advisors free mobile dialling 402
1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastenders tv quiz flower dot compare violet tulip lily txt e f 84025 4 chance 2 win cash
1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode txt one name 89693
0,I thank you so much for all you do with selflessness. I love you plenty.,thank much selflessness love plenty
0,"Yeah, that's fine! It's £6 to get in, is that ok? ",yeah fine get ok
1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per
0,Have you heard from this week?,heard week
0,Ok... Thanx... Gd nite 2 ü too...,ok thanx gd nite 2 ü
0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way works lt gt years old hope doesnt bother
1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",hi sexychat girls waiting text text great night chatting send stop stop service
0,I love to wine and dine my lady!,love wine dine lady
0,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,planned yet going join company jan 5 know happen
0,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",make squeezed lt gt bucks dad
0,Do have a nice day today. I love you so dearly.,nice day today love dearly
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",jolly good way give u tickets sat eve speak x
0,I am late. I will be there at,late
0,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,mind ask happened dont say uncomfortable
0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,hi probably much fun get message thought id txt u cos im bored james farting night
0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,u going doctor 4 liver get bit stylish get ur hair managed thats
0,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,engalnd telly decided wo let watch mia elliot kissing damn
0,Yup i'm elaborating on the safety aspects and some other issues..,yup elaborating safety aspects issues
0,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",somewhr someone surely made 4 god decided perfect time make u meet dat person till den enjoy ur crushes
0,I not at home now lei...,home lei
0,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ha us e thing got tv 2 watch u thk 2 go tonight u already haf smth mind
0,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",perhaps much easy give account identification tomorrow uni
0,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,world happiest frnds never characters dey best understanding differences
0,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,supposed meet discuss abt trip thought xuhui told afternoon thought go lesson
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams
0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friends 16 reply hl 4info
0,Alright. I'm out--have a good night!,alright good night
0,I'm done. C ü there.,done c ü
0,And of course you should make a stink!,course make stink
0,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,better still catch let ask sell lt gt
0,Stop the story. I've told him i've returned it and he's saying i should not re order it.,stop story told returned saying order
